% Name;Station;Time(norwegian mean time);
% Mean air temperature (24 h);Snow depth;Precipitation (24 h)
% Ny-ålesund SN99910  
% Data valid for 15 08 2023 (CC BY 4.0), The Norwegian Meteorological Institute (MET Norway)     
01 09 2021 999 0 0
02 09 2021 999 0 0
03 09 2021 999 0 0
04 09 2021 999 0 0.1
05 09 2021 999 0 0.1
06 09 2021 999 0 0
07 09 2021 4.1 0 0
08 09 2021 3.1 0 0
09 09 2021 3.3 0 0
10 09 2021 3.9 0 0
11 09 2021 1.6 0 0
12 09 2021 2.8 0 0
13 09 2021 1.7 0 0
14 09 2021 1.7 0 0
15 09 2021 2.6 0 0.1
16 09 2021 4.1 0 0.1
17 09 2021 6.2 0 6.6
18 09 2021 7.3 0 0.1
19 09 2021 6.2 0 37
20 09 2021 6 0 5
21 09 2021 7.2 0 11.4
22 09 2021 5.5 0 0.6
23 09 2021 6.1 999 1
24 09 2021 5.6 0 0.7
25 09 2021 4 0 0.6
26 09 2021 2.7 0 1.1
27 09 2021 0.1 0 3.1
28 09 2021 1.1 0 1.4
29 09 2021 2.7 0 0
30 09 2021 3.2 0 4
01 10 2021 1.7 0 0
02 10 2021 2.5 0 0.2
03 10 2021 2.9 0 0
04 10 2021 3.6 0 0
05 10 2021 3.6 0 0.2
06 10 2021 1.9 0 1.9
07 10 2021 -1.4 0 0.4
08 10 2021 -5.2 0 0
09 10 2021 -6.4 0 0
10 10 2021 -6 0 0
11 10 2021 -3.4 0 0
12 10 2021 -1.8 0 0
13 10 2021 -1.3 7 3
14 10 2021 -3.2 5 0
15 10 2021 -2.9 5 0
16 10 2021 -4.3 5 0
17 10 2021 -6.2 2 0
18 10 2021 -8.2 1 0
19 10 2021 -8.5 0 0
20 10 2021 -6.5 0 0
21 10 2021 -5.4 0 0
22 10 2021 -5.5 9 3.5
23 10 2021 -6.6 9 0
24 10 2021 -7 8 0
25 10 2021 -6.9 8 0
26 10 2021 -7 6 0
27 10 2021 -4.3 5 0
28 10 2021 -4 5 0
29 10 2021 -4.8 5 0
30 10 2021 -3.5 5 0
31 10 2021 -0.4 7 1.6
01 11 2021 -1.9 11 1.5
02 11 2021 -8.9 15 4
03 11 2021 -8.2 16 6
04 11 2021 -7.5 15 3.6
05 11 2021 -9.2 15 0
06 11 2021 -7.6 15 0
07 11 2021 -10.9 15 0
08 11 2021 -11.3 15 0
09 11 2021 -3.3 15 0.3
10 11 2021 -4.9 40 46.5
11 11 2021 -12.9 64 1.5
12 11 2021 -15.2 60 0
13 11 2021 -13.6 60 0
14 11 2021 -10.2 60 1.5
15 11 2021 -7.9 60 0.4
16 11 2021 -6.6 44 1.4
17 11 2021 -3.5 38 0.1
18 11 2021 -4.9 36 0
19 11 2021 -8.7 36 0
20 11 2021 -11.2 38 0
21 11 2021 -13.8 36 0
22 11 2021 -13.4 36 0
23 11 2021 -12.9 36 0
24 11 2021 -13.4 36 0
25 11 2021 -12.6 35 0
26 11 2021 -15.7 35 0
27 11 2021 -9.5 35 0
28 11 2021 -9.2 35 0
29 11 2021 -7.4 35 0
30 11 2021 -9.9 35 0
01 12 2021 -9.8 35 0
02 12 2021 -2.8 17 3.6
03 12 2021 1.2 52 18.2
04 12 2021 -5.2 48 14
05 12 2021 -10 51 2.3
06 12 2021 -0.3 47 2
07 12 2021 -0.7 52 7.2
08 12 2021 -2.9 51 0.6
09 12 2021 -3.3 51 0
10 12 2021 -1 51 0
11 12 2021 -2.2 61 13.2
12 12 2021 -1.6 64 7
13 12 2021 -1 63 1.6
14 12 2021 -2.5 62 0
15 12 2021 -3.1 61 0
16 12 2021 -5.2 56 0
17 12 2021 -2.2 56 0
18 12 2021 -1.9 54 0
19 12 2021 -3.9 53 0
20 12 2021 -7.3 51 0
21 12 2021 -6.1 51 0
22 12 2021 -10 51 0
23 12 2021 -11.1 51 0
24 12 2021 -11.4 50 0
25 12 2021 -9.8 50 0
26 12 2021 -3.7 49 0
27 12 2021 -7.5 39 0
28 12 2021 -10.3 39 0
29 12 2021 -10.5 39 0
30 12 2021 -11 39 0
31 12 2021 -11.5 39 0
01 01 2022 -10.1 39 0
02 01 2022 -10.3 39 0
03 01 2022 -12 38 0
04 01 2022 -14.1 38 0
05 01 2022 -12.5 38 0
06 01 2022 -9.1 45 3.5
07 01 2022 -10.7 50 3
08 01 2022 -9.5 49 0
09 01 2022 -4.2 50 1.7
10 01 2022 -8.1 52 4
11 01 2022 -2.3 52 0.2
12 01 2022 0.6 39 0.4
13 01 2022 -0.4 38 0
14 01 2022 -10.2 38 0
15 01 2022 -14 38 0
16 01 2022 -12.3 38 0
17 01 2022 -14.5 38 0
18 01 2022 -11.3 38 0
19 01 2022 -8.7 37 0
20 01 2022 -9.6 37 0
21 01 2022 -7.2 37 0
22 01 2022 -0.4 51 7.6
23 01 2022 -3.2 67 6.5
24 01 2022 -8.4 67 0.9
25 01 2022 -8.3 59 10.6
26 01 2022 -11.4 58 2.5
27 01 2022 -12.1 58 0
28 01 2022 -11.3 58 0
29 01 2022 -12.6 58 0
30 01 2022 -13.8 58 0
31 01 2022 -13.1 58 0
01 02 2022 -9.7 58 0
02 02 2022 -9.9 62 3.1
03 02 2022 -8.8 62 0
04 02 2022 -6 62 0
05 02 2022 -9.9 58 0
06 02 2022 -9.2 58 0
07 02 2022 -7.2 58 0
08 02 2022 -8.2 62 2.5
09 02 2022 -11.5 58 0.1
10 02 2022 -7.9 62 0.6
11 02 2022 -6.7 62 0
12 02 2022 -9 60 0
13 02 2022 -9.1 59 0
14 02 2022 -9.1 59 0
15 02 2022 -7.6 59 0.2
16 02 2022 -8.1 59 0
17 02 2022 -9.2 59 0
18 02 2022 -13 59 0
19 02 2022 -14.8 59 0
20 02 2022 -15.8 59 0
21 02 2022 -16 58 0
22 02 2022 -17 58 0
23 02 2022 -20 59 1.5
24 02 2022 -22.2 58 0.1
25 02 2022 -20.4 59 0.5
26 02 2022 -15 63 4
27 02 2022 -16.4 59 4.3
28 02 2022 -16 59 0.1
01 03 2022 -15.9 60 0.5
02 03 2022 -14.6 59 0
03 03 2022 -14.7 58 0.9
04 03 2022 -14.5 58 0
05 03 2022 -5.9 58 0
06 03 2022 -2.1 58 0.1
07 03 2022 -1.9 58 1.3
08 03 2022 -2.6 61 0.4
09 03 2022 -2.1 61 0.5
10 03 2022 -4.4 66 3.4
11 03 2022 -11.4 60 1
12 03 2022 -6.3 60 0
13 03 2022 2.6 62 1.5
14 03 2022 1.1 60 5.5
15 03 2022 3.2 59 4.5
16 03 2022 3.1 54 42.6
17 03 2022 0.3 55 20.6
18 03 2022 -5.7 59 10.4
19 03 2022 -3.6 59 0
20 03 2022 -7.4 68 4.7
21 03 2022 -4.5 70 0.5
22 03 2022 -8.9 60 2
23 03 2022 -15.4 59 0
24 03 2022 -16.8 59 0
25 03 2022 -16.9 59 0
26 03 2022 -15.9 59 0
27 03 2022 -13.2 59 0
28 03 2022 -10.8 59 0
29 03 2022 -9.6 59 0
30 03 2022 -9.6 59 0
31 03 2022 -10.9 59 0
01 04 2022 -14.4 58 0
02 04 2022 -14.5 59 0
03 04 2022 -13.4 59 0
04 04 2022 -10.9 59 0
05 04 2022 -9.7 59 0
06 04 2022 -10.1 59 0
07 04 2022 -10.2 59 0
08 04 2022 -10.4 59 0
09 04 2022 -7.3 59 0
10 04 2022 -7.2 59 0
11 04 2022 -8 59 0
12 04 2022 -6.9 59 0
13 04 2022 -7 60 1.1
14 04 2022 -6.1 60 0.9
15 04 2022 -2.6 63 1.1
16 04 2022 -3.5 69 7.6
17 04 2022 -7.5 68 3
18 04 2022 -7 68 0.7
19 04 2022 -6.5 68 0
20 04 2022 -1.8 68 0.1
21 04 2022 -0.7 68 0
22 04 2022 -5.8 72 0.9
23 04 2022 -7.7 70 0
24 04 2022 -12.3 71 0.3
25 04 2022 -14.5 71 0
26 04 2022 -16.4 69 0
27 04 2022 -16.4 72 2.7
28 04 2022 -13.5 70 0.1
29 04 2022 -12.9 70 0
30 04 2022 -10.9 69 0
01 05 2022 -10.2 69 0
02 05 2022 -11.3 69 0
03 05 2022 -10.1 69 0
04 05 2022 -7.6 69 0
05 05 2022 -5.6 69 0
06 05 2022 -5.1 70 0.8
07 05 2022 -9.6 69 0
08 05 2022 -9.7 68 1.5
09 05 2022 -9.8 68 3.6
10 05 2022 -7.2 68 0
11 05 2022 -6.7 67 0
12 05 2022 -5.4 67 0
13 05 2022 -4.2 67 0
14 05 2022 -3.4 67 0
15 05 2022 -2 67 0
